id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
qwUPVBeV6oLdiCKHQvru5w,tasty-deli-new-york-2,Tasty Deli,https://s3-media3.fl.yelpcdn.com/bphoto/Zk1zoxMCjzYNcf9dfR7VzA/o.jpg,False,https://www.yelp.com/biz/tasty-deli-new-york-2?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,279,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 40.8417636163985, 'longitude': -73.9390395039113}","['delivery', 'pickup']",$,"{'address1': '4020 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10032', 'country': 'US', 'state': 'NY', 'display_address': ['4020 Broadway', 'New York, NY 10032']}",12129230700.0,(212) 923-0700,15855.954211760007
JY8KH_2KSBHz9BhYJ4QeSg,patel-brothers-jackson-heights,Patel Brothers,https://s3-media2.fl.yelpcdn.com/bphoto/v9BOzUK5UI9jOvDmBaHslw/o.jpg,False,https://www.yelp.com/biz/patel-brothers-jackson-heights?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,145,"[{'alias': 'grocery', 'title': 'Grocery'}]",4.5,"{'latitude': 40.74809, 'longitude': -73.89139}",[],$,"{'address1': '37-27 74th St', 'address2': '', 'address3': '', 'city': 'Jackson Heights', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['37-27 74th St', 'Jackson Heights, NY 11372']}",17188983445.0,(718) 898-3445,9885.018175485911
-KrKo3-o8wAN5OQn1z_Tow,cobble-hill-cinemas-brooklyn,Cobble Hill Cinemas,https://s3-media2.fl.yelpcdn.com/bphoto/Qn_aKaU7vi-5tXIr95l2ew/o.jpg,False,https://www.yelp.com/biz/cobble-hill-cinemas-brooklyn?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,318,"[{'alias': 'movietheaters', 'title': 'Cinema'}]",3.5,"{'latitude': 40.68491, 'longitude': -73.99451}",[],,"{'address1': '265 Court St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['265 Court St', 'Brooklyn, NY 11231']}",17185969113.0,(718) 596-9113,2281.6159562674875
pqGGfA3Vm9srfTIJLgL0Ew,mamas-noodle-house-brooklyn-3,Mama's Noodle House,https://s3-media4.fl.yelpcdn.com/bphoto/HslXTcPhvR3Kw7C4WRlUuQ/o.jpg,False,https://www.yelp.com/biz/mamas-noodle-house-brooklyn-3?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,93,"[{'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'szechuan', 'title': 'Szechuan'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,"{'latitude': 40.6168614546041, 'longitude': -73.9930436387658}",[],$,"{'address1': '1782 Bay Ridge Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11204', 'country': 'US', 'state': 'NY', 'display_address': ['1782 Bay Ridge Ave', 'Brooklyn, NY 11204']}",18489994918.0,(848) 999-4918,9850.578747461179
wWhZvkaFrntlSf1CWvD1Zw,cafe-patoro-new-york,Cafe Patoro,https://s3-media2.fl.yelpcdn.com/bphoto/Nnlsd9Wl7KFVVqZxtDRWpw/o.jpg,False,https://www.yelp.com/biz/cafe-patoro-new-york?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,178,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 40.7072720974983, 'longitude': -74.0023160353303}","['pickup', 'delivery']",$,"{'address1': '223 Front St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['223 Front St', 'New York, NY 10038']}",19172620031.0,(917) 262-0031,706.1266596183272
5r6ZIEUyJXMT5IQG1FwLyA,dunkin-new-york-25,Dunkin',https://s3-media3.fl.yelpcdn.com/bphoto/sD7TBEN1yWCaQyd0E34Ilg/o.jpg,False,https://www.yelp.com/biz/dunkin-new-york-25?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,24,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,"{'latitude': 40.722095, 'longitude': -73.984909}",['delivery'],$,"{'address1': '250 E Houston St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['250 E Houston St', 'New York, NY 10002']}",12124770066.0,(212) 477-0066,2014.353015796432
eZvDr6twAgxx2CjfXV87Xw,between-the-bread-new-york-5,Between the Bread,https://s3-media3.fl.yelpcdn.com/bphoto/CFT6qAWMjbvygMOKJ3RpQA/o.jpg,False,https://www.yelp.com/biz/between-the-bread-new-york-5?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,83,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"{'latitude': 40.76394, 'longitude': -73.98005}","['delivery', 'pickup']",$$,"{'address1': '145 West 55th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['145 West 55th St', 'New York, NY 10019']}",12127651840.0,(212) 765-1840,6620.450339571283
k3Dn19cNxNuLlO0lebtDUg,la-bagel-delight-brooklyn-4,La Bagel Delight,https://s3-media3.fl.yelpcdn.com/bphoto/hvpAMKF3iiz_bFtbikTiPQ/o.jpg,False,https://www.yelp.com/biz/la-bagel-delight-brooklyn-4?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,298,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 40.668548813868, 'longitude': -73.980512840055}","['pickup', 'delivery']",$,"{'address1': '284 7th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['284 7th Ave', 'Brooklyn, NY 11215']}",17187686107.0,(718) 768-6107,4264.01083879106
eeGQN9X96QSeg7HCwhOK1w,gerritsen-beach-bagels-brooklyn,Gerritsen Beach Bagels,https://s3-media3.fl.yelpcdn.com/bphoto/iz7hf0JVbAfNDJds0FprzA/o.jpg,False,https://www.yelp.com/biz/gerritsen-beach-bagels-brooklyn?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,44,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.0,"{'latitude': 40.592933, 'longitude': -73.925586}",[],$,"{'address1': '2712 Gerritsen Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11229', 'country': 'US', 'state': 'NY', 'display_address': ['2712 Gerritsen Ave', 'Brooklyn, NY 11229']}",17189341454.0,(718) 934-1454,13788.312697447354
s6HGO6EAGqcENk02RAEQzA,berkeley-drugs-brooklyn,Berkeley Drugs,https://s3-media1.fl.yelpcdn.com/bphoto/F7euB9n07VyvQ5CZgwtLmg/o.jpg,False,https://www.yelp.com/biz/berkeley-drugs-brooklyn?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,1,"[{'alias': 'drugstores', 'title': 'Drugstores'}, {'alias': 'copyshops', 'title': 'Printing Services'}]",5.0,"{'latitude': 40.622335, 'longitude': -73.936198}",[],,"{'address1': '1951 Flatbush Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11234', 'country': 'US', 'state': 'NY', 'display_address': ['1951 Flatbush Ave', 'Brooklyn, NY 11234']}",17183383434.0,(718) 338-3434,10460.129587230233
fmh1FUqZs9iv7-woASKrVg,carvel-ice-cream-staten-island,Carvel Ice Cream,https://s3-media1.fl.yelpcdn.com/bphoto/nBgBGiIalvauw4Ir0mEtZw/o.jpg,False,https://www.yelp.com/biz/carvel-ice-cream-staten-island?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,16,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",3.0,"{'latitude': 40.5813151837884, 'longitude': -74.1626506116394}","['pickup', 'delivery']",$$,"{'address1': '280-30 Marsh Ave', 'address2': 'Ste 1', 'address3': '', 'city': 'Staten Island', 'zip_code': '10314', 'country': 'US', 'state': 'NY', 'display_address': ['280-30 Marsh Ave', 'Ste 1', 'Staten Island, NY 10314']}",17187611367.0,(718) 761-1367,19806.15766357136
rgIjehViaQAmpxHAduM7Ew,dominos-pizza-brooklyn-30,Domino's Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/ENS9emg6Lp_Do-SJyXBhfQ/o.jpg,False,https://www.yelp.com/biz/dominos-pizza-brooklyn-30?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,105,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",1.5,"{'latitude': 40.618824005127, 'longitude': -74.0296783447266}",[],$,"{'address1': '9105 4th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['9105 4th Ave', 'Brooklyn, NY 11209']}",17187487879.0,(718) 748-7879,10082.675054001114
P91q647NhgyIf7nLc4wYsQ,frankels-delicatessen-brooklyn,Frankel's Delicatessen,https://s3-media2.fl.yelpcdn.com/bphoto/P2ctJ8B6CHUr0S4aBJ4LbA/o.jpg,False,https://www.yelp.com/biz/frankels-delicatessen-brooklyn?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,251,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 40.723826, 'longitude': -73.9509979}","['delivery', 'pickup']",$$,"{'address1': '631 Manhattan Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['631 Manhattan Ave', 'Brooklyn, NY 11222']}",17183892302.0,(718) 389-2302,4185.370971697786
qhoqHDmzpEudR9nnEy6g_g,45-deli-market-new-york,45 Deli Market,https://s3-media3.fl.yelpcdn.com/bphoto/2W24ziBUCSR-PxDnI2IeKQ/o.jpg,False,https://www.yelp.com/biz/45-deli-market-new-york?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,26,"[{'alias': 'delis', 'title': 'Delis'}]",4.0,"{'latitude': 40.751762, 'longitude': -73.971145}","['delivery', 'pickup']",$,"{'address1': '839 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['839 2nd Ave', 'New York, NY 10017']}",12125572007.0,(212) 557-2007,5508.573313985285
FB6HhBklpskPHKIACSUJAQ,nathans-famous-brooklyn,Nathan's Famous,https://s3-media3.fl.yelpcdn.com/bphoto/MtDNcHnsOCxK-hM8bbmtew/o.jpg,False,https://www.yelp.com/biz/nathans-famous-brooklyn?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,1214,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,"{'latitude': 40.57539, 'longitude': -73.98151}",[],$,"{'address1': '1310 Surf Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11224', 'country': 'US', 'state': 'NY', 'display_address': ['1310 Surf Ave', 'Brooklyn, NY 11224']}",17189462202.0,(718) 946-2202,14512.610374601192
432F7ulSgnm1fNyefqgrNw,strip-house-new-york-6,Strip House,https://s3-media1.fl.yelpcdn.com/bphoto/wRvK143d5M68QWil_O7f9w/o.jpg,False,https://www.yelp.com/biz/strip-house-new-york-6?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,540,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 40.7552982092827, 'longitude': -73.98068987648}","['delivery', 'pickup']",$$$$,"{'address1': '15 W 44th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['15 W 44th St', 'New York, NY 10036']}",12123365454.0,(212) 336-5454,5660.700355305588
G-uVT9JxNMbrPApvuVO6pg,club-101-new-york,Club 101,https://s3-media2.fl.yelpcdn.com/bphoto/SWfXyw-sgfd03wMPe7_DJw/o.jpg,False,https://www.yelp.com/biz/club-101-new-york?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,7,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.5,"{'latitude': 40.75088, 'longitude': -73.97775}",[],,"{'address1': '101 Park Ave Uppr 3', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10178', 'country': 'US', 'state': 'NY', 'display_address': ['101 Park Ave Uppr 3', 'New York, NY 10178']}",12126871045.0,(212) 687-1045,5241.565794203407
gjwELZmHUNO0WdqXYBEbcg,the-belfry-new-york,The Belfry,https://s3-media1.fl.yelpcdn.com/bphoto/dnTksbY6zuhvYzAEi-ux_g/o.jpg,False,https://www.yelp.com/biz/the-belfry-new-york?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,517,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.7326393127441, 'longitude': -73.9863739013672}",[],$$,"{'address1': '222 E 14th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['222 E 14th St', 'New York, NY 10003']}",12124736590.0,(212) 473-6590,3097.2137662966456
MfbVI5reXLIIs8Cc2HwgQw,breakroom-new-york,Breakroom,https://s3-media2.fl.yelpcdn.com/bphoto/l-b4gVi5G7xOBQ60QdctVA/o.jpg,False,https://www.yelp.com/biz/breakroom-new-york?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,1603,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'latitude': 40.7166907225542, 'longitude': -73.9999440120647}","['delivery', 'pickup']",$$,"{'address1': '83 Baxter St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['83 Baxter St', 'New York, NY 10013']}",12122272802.0,(212) 227-2802,1338.114942586202
SWRz34fmNEDPcrngJMMo7Q,butler-brooklyn,Butler,https://s3-media1.fl.yelpcdn.com/bphoto/_N74apVU_48PvLh6YlukTQ/o.jpg,False,https://www.yelp.com/biz/butler-brooklyn?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,117,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.7117670177852, 'longitude': -73.9646924963509}",[],$$,"{'address1': '95 S 5th St', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['95 S 5th St', 'Brooklyn, NY 11249']}",,,2592.1803299896733
IFQ1CXX3QTiuOjeXYvtWLw,frankie-and-johnnies-steakhouse-new-york-4,Frankie & Johnnie's Steakhouse,https://s3-media3.fl.yelpcdn.com/bphoto/oGVTmlLfXqOMgk27JdpICg/o.jpg,False,https://www.yelp.com/biz/frankie-and-johnnies-steakhouse-new-york-4?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,262,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",3.5,"{'latitude': 40.759956, 'longitude': -73.988926}","['delivery', 'pickup']",$$$,"{'address1': '320 W 46th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['320 W 46th St', 'New York, NY 10036']}",12129979494.0,(212) 997-9494,6078.202259885695
