camis,name,boro,building,street,zipcode,phone_x,cuisine_description,inspection_date,action,violation_code,violation_description,score,grade,grade_date,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,id,alias,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone_y,display_phone,distance,community_by_nta,median_income_by_com,pop_by_nta
41287651,grand sichuan house,Brooklyn,8701,5 AVENUE,11209.0,7186808887,Chinese,3/25/19,Violations were cited in the following area(s).,"02G, 06D","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation., Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",12.0,A,3/25/19,9/23/19,Cycle Inspection / Initial Inspection,40.62075831,-74.02682890000001,310.0,43.0,16000.0,3153772.0,3060510009.0,BK31,83ZcxzvtHX2PmsH_wPReOw,grand-sichuan-house-brooklyn,https://s3-media3.fl.yelpcdn.com/bphoto/tNh4WF7GydU-jGa--3wLsw/o.jpg,False,https://www.yelp.com/biz/grand-sichuan-house-brooklyn?adjust_creative=eJNqbq9-fHe0U5-8tHueEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eJNqbq9-fHe0U5-8tHueEA,234,"[{'alias': 'szechuan', 'title': 'Szechuan'}]",4.0,"{'latitude': 40.62075, 'longitude': -74.02668}","['pickup', 'delivery']",$$,"{'address1': '8701 5th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['8701 5th Ave', 'Brooklyn, NY 11209']}",17186808887.0,(718) 680-8887,9803.062568531528,K10,76569.0,79371.0
41289647,bar boulud,Manhattan,1900,BROADWAY,10023.0,2125950303,French,5/23/19,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,5.0,A,5/23/19,9/23/19,Cycle Inspection / Initial Inspection,40.77151115,-73.98215045,107.0,6.0,14900.0,1027472.0,1011167501.0,MN14,mosd9Voq5Ws6k6Uduii_ww,bar-boulud-new-york-2,https://s3-media3.fl.yelpcdn.com/bphoto/7qsdGA8_KGmd4OkAH_MEOg/o.jpg,False,https://www.yelp.com/biz/bar-boulud-new-york-2?adjust_creative=eJNqbq9-fHe0U5-8tHueEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eJNqbq9-fHe0U5-8tHueEA,874,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",3.5,"{'latitude': 40.7718443592464, 'longitude': -73.9818808860381}","['delivery', 'pickup']",$$$,"{'address1': '1900 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['1900 Broadway', 'New York, NY 10023']}",12125950303.0,(212) 595-0303,7456.9710635179845,M07,136735.0,61489.0
41291603,donovan's grill & tavern,Queens,21416,41 AVENUE,11361.0,7184235353,American,7/15/19,Violations were cited in the following area(s).,"02G, 10H","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation., Proper sanitization not provided for utensil ware washing operation.",9.0,A,7/15/19,9/23/19,Cycle Inspection / Re-inspection,40.76365003,-73.77056413,411.0,19.0,112300.0,4138308.0,4062900019.0,QN46,zz0uxqMv5Ba1CTXKsbf6wg,donovans-grill-and-tavern-bayside,https://s3-media1.fl.yelpcdn.com/bphoto/Uxo7ZaUebBCZB50xPqO2Ig/o.jpg,False,https://www.yelp.com/biz/donovans-grill-and-tavern-bayside?adjust_creative=mC4tG5e7rpMxgksB2cH62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mC4tG5e7rpMxgksB2cH62A,349,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,"{'latitude': 40.763634, 'longitude': -73.770339}",[],$$,"{'address1': '21416 41st Ave', 'address2': '', 'address3': '', 'city': 'Bayside', 'zip_code': '11361', 'country': 'US', 'state': 'NY', 'display_address': ['21416 41st Ave', 'Bayside, NY 11361']}",17184235353.0,(718) 423-5353,19948.176635730168,Q11,92682.0,43808.0
41293936,momofuku noodle bar,Manhattan,171,1 AVENUE,10003.0,2127777773,Asian,5/9/19,Violations were cited in the following area(s).,"09C, 10B","Food contact surface not properly maintained., Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",7.0,A,5/9/19,9/23/19,Cycle Inspection / Initial Inspection,40.72909666,-73.984204,103.0,2.0,4000.0,1006452.0,1004520033.0,MN22,HfJhenvKDi-ds8SUJFwrLg,momofuku-noodle-bar-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/tpxnaBydb0iTVCutNG3cSg/o.jpg,False,https://www.yelp.com/biz/momofuku-noodle-bar-new-york?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,4265,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.5,"{'latitude': 40.7292063820076, 'longitude': -73.9844848239426}",[],$$,"{'address1': '171 1st Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['171 1st Ave', 'New York, NY 10003']}",12127777773.0,(212) 777-7773,2768.45179328655,M03,41302.0,44136.0
41297057,the springs,Brooklyn,224,FRANKLIN STREET,11222.0,7183496727,American,7/25/19,Violations were cited in the following area(s).,"02G, 04H, 04N, 08A, 09C, 10D, 10F","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation., Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist., Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies., Food contact surface not properly maintained., Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes., Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit., Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",36.0,Z,7/25/19,9/23/19,Cycle Inspection / Re-inspection,40.73331431,-73.95814769,301.0,33.0,56300.0,3064139.0,3025220008.0,BK76,AhjLcCiEu9vfpe4aiqi85w,the-springs-brooklyn-2,,False,https://www.yelp.com/biz/the-springs-brooklyn-2?adjust_creative=1-upgX3MQMS2gUBfMNgSnQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1-upgX3MQMS2gUBfMNgSnQ,1,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'burgers', 'title': 'Burgers'}]",1.0,"{'latitude': 40.73332, 'longitude': -73.95802}","['pickup', 'delivery']",,"{'address1': '224 Franklin St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['224 Franklin St', 'Brooklyn, NY 11222']}",13472277114.0,(347) 227-7114,4353.080808590363,K01,98284.0,34719.0
41297782,ugly kitchen,Manhattan,103,1 AVENUE,10003.0,2127776677,Filipino,7/19/19,Violations were cited in the following area(s).,"04N, 08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist., Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10.0,A,7/19/19,9/23/19,Cycle Inspection / Re-inspection,40.72659642,-73.98602298,103.0,2.0,3800.0,1006288.0,1004480032.0,MN22,NXZFu7KHBrG02gzYneY5Xg,ugly-kitchen-new-york,https://s3-media1.fl.yelpcdn.com/bphoto/OTobWgkqUfDgl3NgM80ddg/o.jpg,False,https://www.yelp.com/biz/ugly-kitchen-new-york?adjust_creative=eJNqbq9-fHe0U5-8tHueEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eJNqbq9-fHe0U5-8tHueEA,619,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'filipino', 'title': 'Filipino'}]",4.0,"{'latitude': 40.7266856651479, 'longitude': -73.9862178981476}","['pickup', 'delivery']",$$,"{'address1': '103 1st Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['103 1st Ave', 'New York, NY 10003']}",12127776677.0,(212) 777-6677,2457.969968687357,M03,41302.0,44136.0
41298109,chopsticks,Queens,11716,LIBERTY AVENUE,11419.0,7188483100,Chinese,1/5/19,Violations were cited in the following area(s).,"06C, 08C, 09A, 10F","Canned food product observed dented and not segregated from other consumable food items., Food not protected from potential source of contamination during storage, preparation, transportation, display or service., Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit., Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",12.0,A,1/5/19,9/23/19,Cycle Inspection / Initial Inspection,40.68594646,-73.82570415,410.0,28.0,10600.0,4204130.0,4095710008.0,QN55,5q0Q75_KEP19Eq2AWicJZA,chopsticks-south-richmond-hill,https://s3-media3.fl.yelpcdn.com/bphoto/akWgCJzzANR546d5DJuwCw/o.jpg,False,https://www.yelp.com/biz/chopsticks-south-richmond-hill?adjust_creative=1-upgX3MQMS2gUBfMNgSnQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1-upgX3MQMS2gUBfMNgSnQ,58,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"{'latitude': 40.6857552, 'longitude': -73.8256182}",[],$$,"{'address1': '11716 Liberty Ave', 'address2': '', 'address3': '', 'city': 'South Richmond Hill', 'zip_code': '11419', 'country': 'US', 'state': 'NY', 'display_address': ['11716 Liberty Ave', 'South Richmond Hill, NY 11419']}",17188483100.0,(718) 848-3100,14419.577685871494,Q10,84258.0,75878.0
41299322,amor cubano,Manhattan,2018,3 AVENUE,10029.0,2129961220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/1/19,Violations were cited in the following area(s).,"02H, 10F","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours., Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9.0,A,8/1/19,9/23/19,Cycle Inspection / Re-inspection,40.79466107,-73.94242737,111.0,8.0,17200.0,1080661.0,1016380039.0,MN33,UKDOoYu_g1HYBvs5TpdG6w,amor-cubano-new-york,https://s3-media2.fl.yelpcdn.com/bphoto/k9tUealxbpvgWedq2HHBJA/o.jpg,False,https://www.yelp.com/biz/amor-cubano-new-york?adjust_creative=icdkhn4wqVng-XizKlII7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=icdkhn4wqVng-XizKlII7A,496,"[{'alias': 'cuban', 'title': 'Cuban'}]",4.0,"{'latitude': 40.794776, 'longitude': -73.942703}","['delivery', 'pickup']",$$,"{'address1': '2018 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10029', 'country': 'US', 'state': 'NY', 'display_address': ['2018 3rd Ave', 'New York, NY 10029']}",12129961220.0,(212) 996-1220,10840.610500337569,M11,32408.0,57902.0
41304936,dram shop,Brooklyn,339,9 STREET,11215.0,7187881444,American,5/23/19,Violations were cited in the following area(s).,"05D, 06C, 10B, 10D","Food not protected from potential source of contamination during storage, preparation, transportation, display or service., Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided., Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes., Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",20.0,B,5/23/19,9/23/19,Cycle Inspection / Re-inspection,40.66863771,-73.98519526,306.0,39.0,13700.0,3022138.0,3010050063.0,BK37,YBEjrVXSy8CDph7EBV5WJQ,dram-shop-brooklyn,https://s3-media4.fl.yelpcdn.com/bphoto/trG6eca42jcP8NaOAFZnvA/o.jpg,False,https://www.yelp.com/biz/dram-shop-brooklyn?adjust_creative=icdkhn4wqVng-XizKlII7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=icdkhn4wqVng-XizKlII7A,567,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 40.668823, 'longitude': -73.985152}","['delivery', 'pickup']",$$,"{'address1': '339 9th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['339 9th St', 'Brooklyn, NY 11215']}",17187881444.0,(718) 788-1444,4144.461845139864,K06,155250.0,67649.0
41305003,hotel delmano,Brooklyn,82,BERRY STREET,11249.0,7183871945,American,5/17/19,Violations were cited in the following area(s).,"02G, 06C","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation., Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",12.0,A,5/17/19,9/23/19,Cycle Inspection / Initial Inspection,40.71965627,-73.95791820000001,301.0,33.0,55700.0,3061752.0,3023100023.0,BK73,g8-qHshfhb1Tx3VMYVDZgg,hotel-delmano-brooklyn,https://s3-media4.fl.yelpcdn.com/bphoto/-_oMa2V0L9K8138q8D5fZw/o.jpg,False,https://www.yelp.com/biz/hotel-delmano-brooklyn?adjust_creative=eJNqbq9-fHe0U5-8tHueEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eJNqbq9-fHe0U5-8tHueEA,377,"[{'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 40.719787, 'longitude': -73.958137}",[],$$$,"{'address1': '82 Berry St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['82 Berry St', 'Brooklyn, NY 11211']}",17183871945.0,(718) 387-1945,3439.4953169779938,K01,98284.0,45774.0
41308515,ashbox,Brooklyn,1154,MANHATTAN AVENUE,11222.0,7183893222,Sandwiches,8/22/19,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",7.0,A,8/22/19,9/23/19,Cycle Inspection / Re-inspection,40.7377351,-73.95544212,301.0,33.0,57900.0,3063686.0,3024790006.0,BK76,kvpSqh3q7r3HK3Tw-wXGEQ,ashbox-brooklyn,https://s3-media2.fl.yelpcdn.com/bphoto/SXOd-Lxqho7QlHlJlyRS3w/o.jpg,False,https://www.yelp.com/biz/ashbox-brooklyn?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,132,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 40.738267, 'longitude': -73.955158}",[],$,"{'address1': '1154 Manhattan Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['1154 Manhattan Ave', 'Brooklyn, NY 11222']}",17183893222.0,(718) 389-3222,4919.045937988059,K01,98284.0,34719.0
41309521,86 noodles,Brooklyn,8608,4 AVENUE,11209.0,7188335300,Chinese,10/18/18,Violations were cited in the following area(s).,"04L, 04N, 08A, 10B","Evidence of mice or live mice present in facility's food and/or non-food areas., Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist., Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies., Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",12.0,A,10/18/18,9/23/19,Cycle Inspection / Initial Inspection,40.62264633,-74.02842186,310.0,43.0,6000.0,3153493.0,3060440041.0,BK31,rhEfNtVrckQj-Ns44OBHgA,86-noodles-brooklyn,https://s3-media4.fl.yelpcdn.com/bphoto/hRqvCSguz-eq_zRsJYB6oQ/o.jpg,False,https://www.yelp.com/biz/86-noodles-brooklyn?adjust_creative=eJNqbq9-fHe0U5-8tHueEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eJNqbq9-fHe0U5-8tHueEA,208,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"{'latitude': 40.6226399, 'longitude': -74.02878}","['delivery', 'pickup']",$$,"{'address1': '8608 4th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['8608 4th Ave', 'Brooklyn, NY 11209']}",17188335300.0,(718) 833-5300,9653.804637331705,K10,76569.0,79371.0
41311453,beso,Staten Island,11,SCHUYLER ST,10301.0,7188168162,Spanish,2/20/19,Violations were cited in the following area(s).,"06D, 09B, 09C, 10F","Food contact surface not properly maintained., Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred., Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit., Thawing procedures improper.",12.0,A,2/20/19,9/23/19,Cycle Inspection / Initial Inspection,40.64335015,-74.07653952,501.0,49.0,300.0,5000065.0,5000070050.0,SI22,76B7-T4f1EdsQsoI0NM9Wg,beso-staten-island,https://s3-media4.fl.yelpcdn.com/bphoto/nvCek_FFzl3l2uoWwgkf8A/o.jpg,False,https://www.yelp.com/biz/beso-staten-island?adjust_creative=icdkhn4wqVng-XizKlII7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=icdkhn4wqVng-XizKlII7A,531,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.6433825472408, 'longitude': -74.0769100798997}","['delivery', 'pickup']",$$,"{'address1': '11 Schuyler St', 'address2': '', 'address3': '', 'city': 'Staten Island', 'zip_code': '10301', 'country': 'US', 'state': 'NY', 'display_address': ['11 Schuyler St', 'Staten Island, NY 10301']}",17188168162.0,(718) 816-8162,9806.5034407657,S01,75180.0,33551.0
41312955,ripe juice bar & grill,Queens,7013,AUSTIN STREET,11375.0,7182612881,American,8/20/19,Violations were cited in the following area(s).,"04N, 08A, 08B","Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty., Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist., Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",12.0,A,8/20/19,9/23/19,Cycle Inspection / Re-inspection,40.72078266,-73.84647902,406.0,29.0,71100.0,4314650.0,4032387504.0,QN17,4gAZZngGm93pKGTDe_qhYw,ripe-juice-bar-and-grill-forest-hills,https://s3-media2.fl.yelpcdn.com/bphoto/0bzHUOU5jcBaLx019hJbhA/o.jpg,False,https://www.yelp.com/biz/ripe-juice-bar-and-grill-forest-hills?adjust_creative=icdkhn4wqVng-XizKlII7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=icdkhn4wqVng-XizKlII7A,359,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.5,"{'latitude': 40.7208936, 'longitude': -73.8463894}","['delivery', 'pickup']",$$,"{'address1': '7013 Austin St', 'address2': '', 'address3': '', 'city': 'Forest Hills', 'zip_code': '11375', 'country': 'US', 'state': 'NY', 'display_address': ['7013 Austin St', 'Forest Hills, NY 11375']}",17182612881.0,(718) 261-2881,12599.522913943101,Q06,89160.0,83728.0
41316656,i sodi,Manhattan,105,CHRISTOPHER STREET,10014.0,2124145774,Italian,7/23/19,Violations were cited in the following area(s).,"02G, 06C","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation., Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",12.0,A,7/23/19,9/23/19,Cycle Inspection / Re-inspection,40.73330263,-74.00486755,102.0,3.0,7300.0,1076912.0,1006190038.0,MN23,YoLxK5EG8UgnueKAe7hj0g,i-sodi-new-york,https://s3-media2.fl.yelpcdn.com/bphoto/uu4X7b8Bpd50T-lVYEVrOg/o.jpg,False,https://www.yelp.com/biz/i-sodi-new-york?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,364,"[{'alias': 'tuscan', 'title': 'Tuscan'}]",3.5,"{'latitude': 40.7334747314453, 'longitude': -74.005012512207}",[],$$$,"{'address1': '105 Christopher St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['105 Christopher St', 'New York, NY 10014']}",12124145774.0,(212) 414-5774,3243.277732382808,M02,162092.0,66880.0
41323299,brooklyn ice house,Brooklyn,318,VAN BRUNT STREET,11231.0,7182221865,American,8/22/19,Violations were cited in the following area(s).,"02G, 10F","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation., Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10.0,A,8/22/19,9/23/19,Cycle Inspection / Initial Inspection,40.67903535,-74.01093133,306.0,38.0,5900.0,3008375.0,3005290045.0,BK33,Hc2KkfFWYnWYtL11_F40Ew,brooklyn-ice-house-brooklyn,https://s3-media1.fl.yelpcdn.com/bphoto/ZPgZWmntl0aSpqjyENwIIg/o.jpg,False,https://www.yelp.com/biz/brooklyn-ice-house-brooklyn?adjust_creative=1-upgX3MQMS2gUBfMNgSnQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1-upgX3MQMS2gUBfMNgSnQ,225,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.5,"{'latitude': 40.67919, 'longitude': -74.011099}","['delivery', 'pickup']",$,"{'address1': '318 Van Brunt St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['318 Van Brunt St', 'Brooklyn, NY 11231']}",17182221865.0,(718) 222-1865,3245.0780761338037,K06,155250.0,38353.0
41325638,tribeca bagels,Manhattan,374,CANAL STREET,10013.0,2122268518,Delicatessen,1/15/19,Violations were cited in the following area(s).,"04H, 10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit., Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",10.0,A,1/15/19,9/23/19,Cycle Inspection / Initial Inspection,40.72107197,-74.00426058,101.0,1.0,3300.0,1002731.0,1002110028.0,MN24,AZIxbXMnIDkGU2P7pOhHkg,tribeca-bagels-new-york,https://s3-media1.fl.yelpcdn.com/bphoto/L4E1zQHz1D00gOvlrLnAoQ/o.jpg,False,https://www.yelp.com/biz/tribeca-bagels-new-york?adjust_creative=eJNqbq9-fHe0U5-8tHueEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eJNqbq9-fHe0U5-8tHueEA,154,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",3.0,"{'latitude': 40.72097, 'longitude': -74.00436}","['delivery', 'pickup']",$,"{'address1': '374 Canal St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['374 Canal St', 'New York, NY 10013']}",12122268518.0,(212) 226-8518,1918.9835029867106,M02,162092.0,42742.0
41326097,la estrella restaurant,Bronx,2104,GRAND CONCOURSE,10457.0,7189332815,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/28/18,Violations were cited in the following area(s).,"06C, 10F","Food not protected from potential source of contamination during storage, preparation, transportation, display or service., Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",8.0,A,9/28/18,9/23/19,Cycle Inspection / Initial Inspection,40.85410148,-73.90224006,205.0,15.0,23502.0,2013682.0,2031560108.0,BX41,Ik1gSo_Zvhi1Zb06-5qaAw,la-estrella-restaurant-bronx,https://s3-media1.fl.yelpcdn.com/bphoto/rfLY-BpfY6mzUC2qXjNJvA/o.jpg,False,https://www.yelp.com/biz/la-estrella-restaurant-bronx?adjust_creative=1-upgX3MQMS2gUBfMNgSnQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1-upgX3MQMS2gUBfMNgSnQ,31,"[{'alias': 'latin', 'title': 'Latin American'}]",3.5,"{'latitude': 40.854306, 'longitude': -73.901671}","['delivery', 'pickup']",$$,"{'address1': '2104 Grand Concourse', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10457', 'country': 'US', 'state': 'NY', 'display_address': ['2104 Grand Concourse', 'Bronx, NY 10457']}",17189332815.0,(718) 933-2815,18297.766323784785,B05,32025.0,51807.0
